id,kd_brg,barcode,nama,merk,satuan,kd_supp,modal,barcode image
243,GR KOPI CAB,GR KOPI CAB,GOROK KOPI CAB SAMURAI,CAB,LSN,HSJ,220900,
244,GR KOPI HD14,GR KOPI HD14,GOROK / GERGAJI KOPI HD14 HIOSHI,HIOSHI,LSN,KBB,218630.60999999999,
245,GR KY MNTP SERI,GR KY MNTP SERI,GOROK / GERGAJI KAYU MANTAP SERI HIOSHI,HIOSHI,LSN,KBB,241224,
246,GR KY MNTP14,GR KY MNTP14,GOROK / GERGAJI KAYU MANTAP 14 HIOSHI,HIOSHI,LSN,KBB,234232,
247,GR KY MNTP16,GR KY MNTP16,GOROK / GERGAJI KAYU MANTAP 16 HIOSHI,HIOSHI,LSN,KBB,241224,
248,GR KY MNTP18,GR KY MNTP18,GOROK / GERGAJI KAYU MANTAP 18 HIOSHI,HIOSHI,LSN,KBB,248216,
249,GR SERI AWS,GR SERI AWS,GOROK SERI AWS 14-16-18,AWS,LSN,NIB,195000,
250,GR SERI GRT,GR SERI GRT,GERGAJI GOROK SERI GRT 14-16-18,GRT,LSN,SMSL,211500,
251,GR SERI HS,GR SERI HS,GOROK SERI HIOSHI 14-18,HIOSHI,LSN,KBB,223250,
252,GR SS10 NI,GR SS10 NI,"GRENDEL STAINLESS 10"" GOMEO",GOMEO,LSN,NIB,92500,
253,GR SS12 NI,GR SS12 NI,"GRENDEL STAINLESS 12"" GOMEO",GOMEO,LSN,NIB,115000,
254,GR SS2,GR SS2,"GRENDEL STAINLESS 2"" DOLPHIN",DOLPHIN,LSN,BI,46545.449999999997,
255,GR SS2 NI,GR SS2 NI,"GRENDEL STAINLESS 2"" GOMEO",GOMEO,LSN,NIB,21500,
256,GR SS2 OVAL GM,GR SS2 OVAL GM,"GRENDEL STAINLESS 2"" OVAL GOMEO",GOMEO,LSN,NIB,22500,
257,GR SS3,GR SS3,"GRENDEL STAINLESS 3"" DOLPHIN",DOLPHIN,LSN,BI,60000.010000000002,
258,GR SS3 NI,GR SS3 NI,"GRENDEL STAINLESS 3"" GOMEO",GOMEO,LSN,NIB,27000,
259,GR SS3 OVAL GM,GR SS3 OVAL GM,"GRENDEL STAINLESS 3"" OVAL GOMEO",GOMEO,LSN,NIB,27000,
260,GR SS4,GR SS4,"GRENDEL STAINLESS 4"" DOLPHIN",DOLPHIN,LSN,BI,75000,
261,GR SS4 NI,GR SS4 NI,"GRENDEL STAINLESS 4"" GOMEO",GOMEO,LSN,NIB,35000,
262,GR SS4 OVAL GM,GR SS4 OVAL GM,"GRENDEL STAINLESS 4"" OVAL GOMEO",GOMEO,LSN,NIB,32500,
263,GR SS6 NI,GR SS6 NI,"GRENDEL STAINLESS 6"" GOMEO",GOMEO,LSN,NIB,49000,
264,GR SS6 OVAL GM,GR SS6 OVAL GM,"GRENDEL STAINLESS 6"" OVAL GOMEO",GOMEO,LSN,NIB,44000,
265,GR SS8 NI,GR SS8 NI,"GRENDEL STAINLESS 8"" GOMEO",GOMEO,LSN,NIB,77500,
266,GRARCO NI,GRARCO NI,GEROBAK ARCO MERAH,ARCO,PCS,NIB,620000,
267,GRBS EKL 12,GRBS EKL 12,GERGAJI BESI 12' ENGKOL 001E,HIOSHI,LSN,KBB,277875,
268,GRBS KRT 001A,GRBS KRT 001A,GERGAJI BESI GG KARET 001A,HIOSHI,LSN,KBB,235125,
269,GRINDA 2300B,GRINDA 2300B,MESIN GRINDA M2300B,MODERN,PCS,GMM,239590,
270,GRINDA 2340V,GRINDA 2340V,M DISC GRINDA M2340V,MODERN,PCS,GMM,254600,
271,GRINDA M2350B,GRINDA M2350B,MESIN GRINDA M2350B,MODERN,PCS,GMM,241893.75,
272,GRINDWD 4,GRINDWD 4,"GRINDING WHEEL 4""(BATU SLEP) CUTTING SLEP",WD,PCS,WDS,4976.6800000000003,
273,GRISCO BESI,GRISCO BESI,GEROBAK BESI ISCO 10 KG (TIPIS),ISCO,SET,STD,210000,
274,GRISCO BS TBL,GRISCO BS TBL,"GEROBAK BESI ISCO TEBAL (14,5KG)",ISCO,PCS,STD,335000,
275,GRISCO PVC,GRISCO PVC,GEROBAK PVC ISCO,ISCO,PCS,STD,325000,
276,GUN SS,GUN SS,TEMBAKAN LEM SOSIS,,PCS,HF,90000,
277,HA BK 4,HA BK 4,HAK BUKA NO.4 TOKIO,TOKIO,BOX,NAS,12500,
278,HA ULIR,HA ULIR,HAK ANGIN ULIR  BESI GOMEO,GOMEO,LSN,NIB,20500,
279,HAND BLW IWA,HAND BLW IWA,ELECTRIC HAND BLOWER IWA,,PCS,SMT,140000,
280,HSSC18,HSSC18,HAND SHOWER ISCO SC-18,ISCO,SET,STD,33500,
281,HSSC22,HSSC22,HAND SHOWER ISCO SC-22,ISCO,PCS,STD,28500,
282,HSSC23,HSSC23,HAND SHOWER + FILTER ISCO SC-23,ISCO,PCS,STD,35000,
283,HSSC24,HSSC24,HAND SHOWER ISCO SC-24,ISCO,PCS,STD,29500,
284,HSSC27,HSSC27,HAND SHOWER ISCO SC-27,ISCO,SET,STD,30000,
285,HT 10 TK,HT 10 TK,SKRUP MATA TUTUP / HAK TUTUP 10 TOKIO,TOKIO,GR ,NAS,25000,
286,HT 2 TK,HT 2 TK,SKRUP MATA TUTUP / HAK TUTUP 2 TOKIO,TOKIO,GR ,NAS,6750,
287,HT 3 TK,HT 3 TK,SKRUP MATA TUTUP / HAK TUTUP 3 TOKIO,TOKIO,GR ,NAS,7750,
288,HT 8 TK,HT 8 TK,SKRUP MATA TUTUP / HAK TUTUP 8 TOKIO,TOKIO,GR ,NAS,17500,
289,IS HTM,IS HTM,ISOLASI LISTRIK HITAM SAN EI,SAN EI,PCS,STD,8800,
290,IS ISCO,IS ISCO,ISOLASI NATIONAL ISCO,ISCO,PCS,STD,3300,
291,JIGSAW M2200,JIGSAW M2200,MESIN JIG SAW M-2200 MODERN,MODERN,PCS,MT,229900,
292,JS CHR,JS CHR,JET SHOWER CHROME SKL,SKL,PCS,SDL,28627.700000000001,
293,JS CHR SC61,JS CHR SC61,JET SHOWER BULAT CHROME SC-61,ISCO,PCS,STD,30500,
294,JS PTH SC60,JS PTH SC60,JET SHOWER BULAT PUTIH SC-60,ISCO,PCS,STD,28500,
295,JS SC30,JS SC30,JET SHOWER SET SC-30 PUTIH ISCO,ISCO,PCS,STD,26000,
296,KC KCL CLS,KC KCL CLS,KUNCI KECIL CLASSIC SN/CP,CLASSIC,SET,HSJ,36190,
297,KC KPL BOR BC,KC KPL BOR BC,KUNCI KEPALA BOR BC,TOKIO,PCS,NAS,4000,
298,KC L HS BOX,KC L HS BOX,KUNCI L CRV LONG (BOX) HIOSHI,HIOSHI,SET,KBB,55936,
299,KC L SET HS,KC L SET HS,KUNCI L SET 10 PC HTM HIOSHI,HIOSHI,SET,KBB,8358,
300,KC L SET PTH,KC L SET PTH,KUNCI L SET 10 PC PTH HIOSHI,HIOSHI,SET,KBB,9109.6100000000006,
301,KC PAS 12X13,KC PAS 12X13,KUNCI PAS 12 X 13 DIAMOND,DIAMOND,PCS,GSS,2300,
302,KC RG PAS 10 HS,KC RG PAS 10 HS,"KUNCI RING PAS 10"" HASSTON",HASSTON,PCS,CPI,8150,
303,KC RG PAS 12 HS,KC RG PAS 12 HS,"KUNCI RING PAS 12"" HASSTON",HASSTON,PCS,CPI,9600,
304,KC RG PAS 14 HS,KC RG PAS 14 HS,"KUNCI RING PAS 14"" HASSTON",HASSTON,PCS,CPI,11800,
305,KC RG PAS 17 HS,KC RG PAS 17 HS,"KUNCI RING PAS 17"" HASSTON",HASSTON,PCS,CPI,19400,
306,KC RG PAS 19 HS,KC RG PAS 19 HS,"KUNCI RING PAS 19"" HASSTON",HASSTON,PCS,CPI,20650,
307,KC RG PAS 22 HS,KC RG PAS 22 HS,"KUNCI RING PAS 22"" HASSTON",HASSTON,PCS,CPI,30250,
308,KC RG SET 6,KC RG SET 6,KUNCI RING SET 6-22 DIAMOND,DIAMOND,SET,GSS,48000,
309,KC RP SET,KC RP SET 8,KUNCI RING PAS SET 8-22 DIAMOND,DIAMOND,SET,GSS,45000,
310,KC SOK RF HS,KC SOK RF HS,KUNCI SOCK ROFING HASSTON,HASSTON,SET,CPI,38060,
311,KC SOK T10,KC SOK T10,KUNCI SOK T10 MM,HIOSHI,PCS,KBB,13117.84,
312,KC SOK T12,KC SOK T12,KUNCI SOK T12 MM,HIOSHI,PCS,KBB,13117.84,
313,KC SOK T8,KC SOK T8,KUNCI SOK T8 MM,HIOSHI,PCS,KBB,13117.83,
314,KC SOK T9,KC SOK T9,KUNCI SOK T9 MM,HIOSHI,PCS,KBB,13117.84,
315,KC TGG VRDS BLK,KC TGG VRDS BLK,KUNCI TANGGUNG VERDASCE BLACK GOLD,VERDASCE,SET,SMSL,84787.5,
316,KC Y 10X11X13,KC Y 10X11X13,KUNCI SOK Y 10 X 11 X 13,HIOSHI,PCS,KBB,12389,
317,KC Y 10X12X14,KC Y 10X12X14,KUNCI SOK Y 10 X 12 X 14,HIOSHI,PCS,KBB,12389,
318,KC Y 12X14X17,KC Y 12X14X17,KUNCI SOK Y 12 X 14 X 17,HIOSHI,PCS,KBB,14211.209999999999,
319,KC Y 8X10X12,KC Y 8X10X12,KUNCI SOK Y 8 X 10 X 12,HIOSHI,PCS,KBB,11295.870000000001,
320,KC Y 8X9X10,KC Y 8X9X10,KUNCI SOK Y 8 X 9 X 10,HIOSHI,PCS,KBB,11295.92,
321,KCPP KRT 10,KCPP KRT 10,KUNCI PIPA PRO KARET 10' HIOSHI,HIOSHI,PCS,KBB,40080.93,
322,KCPP KRT 12,KCPP KRT 12,KUNCI PIPA PRO KARET 12' HIOSHI,HIOSHI,PCS,KBB,42750,
323,KCPP KRT 14,KCPP KRT 14,KUNCI PIPA PRO KARET 14' HIOSHI,HIOSHI,PCS,KBB,55218.75,
324,KCPP KRT 18,KCPP KRT 18,KUNCI PIPA PRO KARET 18' HIOSHI,HIOSHI,PCS,KBB,76518.460000000006,
325,KCPP KRT 24,KCPP KRT 24,KUNCI PIPA PRO KARET 24' HIOSHI,HIOSHI,PCS,KBB,109319.83,
326,KCPP KRT 36,KCPP KRT 36,KUNCI PIPA PRO KARET 36' HIOSHI,HIOSHI,PCS,KBB,218631.57999999999,
327,KCPP KRT 8,KCPP KRT 8,KUNCI PIPA PRO KARET 8' HIOSHI,HIOSHI,PCS,KBB,32795.050000000003,
328,KE PAS 8,KE PAS 8,KUNCI ECO PAS 8 PC (6-22) HIOSHI,HIOSHI,PCS,KBB,78731.25,
329,KKR BLT,KKR BLT,KIKIR BULAT,OREGON,LSN,GSS,52500,
330,KKR GRT 4,KKR GRT 4,KIKIR GRT 4',GRT,LSN,SMSL,54625,
331,KKR GRT 5,KKR GRT 5,KIKIR GRT 5',GRT,LSN,SMSL,71250,
332,KP ECO 10X11,KP ECO 10X11,KUNCI PAS ECO 10 X 11 HIOSHI,HIOSHI,PCS,KBB,6555,
333,KP ECO 10X12,KP ECO 10X12,KUNCI PAS ECO 10 X 12 HIOSHI,HIOSHI,PCS,KBB,5492.1899999999996,
334,KP ECO 12X13,KP ECO 12X13,KUNCI PAS ECO 12 X 13 HIOSHI,HIOSHI,PCS,KBB,7374.3699999999999,
335,KP ECO 14X15,KP ECO 14X15,KUNCI PAS ECO 14 X 15 HIOSHI,HIOSHI,PCS,KBB,8093.75,
336,KP ECO 16X17,KP ECO 16X17,KUNCI PAS ECO 16 X 17 HIOSHI,HIOSHI,PCS,KBB,10175,
337,KP ECO 18X19,KP ECO 18X19,KUNCI PAS ECO 18 X 19 HIOSHI,HIOSHI,PCS,KBB,10868.75,
338,KP ECO 19X21,KP ECO 19X21,KUNCI PAS ECO 19 X 21 HIOSHI,HIOSHI,PCS,KBB,10545,
339,KP ECO 24X27,KP ECO 24X27,KUNCI PAS ECO 24 X 27 HIOSHI,HIOSHI,PCS,KBB,17575,
340,KP ECO 8X10,KP ECO 8X10,KUNCI PAS ECO 8 X 10 HIOSHI,HIOSHI,PCS,KBB,5052.8100000000004,
341,KP ECO 8X9,KP ECO 8X9,KUNCI PAS ECO 8 X 9 HIOSHI,HIOSHI,PCS,KBB,5318.75,
342,KP GM 9001-1,KP GM 9001-1,KUNCI PINTU GOMEO 9001-1,GOMEO,PCS,NIB,115000,
343,KP GM 9001-2,KP GM 9001-2,KUNCI PINTU GOMEO 9001-2,GOMEO,PCS,NIB,115000,
344,KP GM 9002-1,KP GM 9002-1,KUNCI PINTU GOMEO 9002-1,GOMEO,PCS,NIB,107500,
345,KP GM 9002-2,KP GM 9002-2,KUNCI PINTU GOMEO 9002-2,GOMEO,PCS,NIB,107500,
346,KP GM 9009-1,KP GM 9009-1,KUNCI PINTU GOMEO 9009-1,GOMEO,PCS,NIB,102500,
347,KP GM 9009-2,KP GM 9009-2,KUNCI PINTU GOMEO 9009-2,GOMEO,PCS,NIB,102500,
348,KP GM 9010-2,KP GM 9010-2,KUNCI PINTU GOMEO 9010-2,GOMEO,PCS,NIB,97500,
349,KP GM 9011-1,KP GM 9011-1,KUNCI PINTU GOMEO 9011-1,GOMEO,PCS,NIB,102500,
350,KP GM 9011-2,KP GM 9011-2,KUNCI PINTU GOMEO 9011-2,GOMEO,PCS,NIB,102500,
351,KP GM 9012-1,KP GM 9012-1,KUNCI PINTU GOMEO 9012-1,GOMEO,PCS,NIB,115000,
352,KP GM 9012-2,KP GM 9012-2,KUNCI PINTU GOMEO 9012-2,GOMEO,PCS,NIB,125000,
353,KP GM 9501 GY,KP GM 9501 GY,KUNCI PINTU GOMEO 9501 GY,GOMEO,PCS,NIB,107500,
354,KP GM 9502 GY,KP GM 9502 GY,KUNCI PINTU GOMEO 9502 GY,GOMEO,PCS,NIB,107500,
355,KP KT BLK ISCO,KP KT BLK ISCO,KUNCI PINTU KOTAK BLACK BM02 ISCO,ISCO,PCS,STD,35000,
356,KP SATIN 12X14,KP SATIN 12X14,KUNCI PAS SATIN 12 X 14 HIOSHI,HIOSHI,PCS,KBB,6590.6300000000001,
357,KP SATIN 14X17,KP SATIN 14X17,KUNCI PAS SATIN 14 X 17 HIOSHI,HIOSHI,PCS,KBB,7689.0600000000004,
358,KP SATIN 17X19,KP SATIN 17X19,KUNCI PAS SATIN 17 X 19 HIOSHI,HIOSHI,PCS,KBB,10325.309999999999,
359,KP SATIN 22X24,KP SATIN 22X24,KUNCI PAS SATIN 22 X 24 HIOSHI,HIOSHI,PCS,KBB,16625,
360,KP TGG GM 8301-1,KP TGG GM 8301-1,KUNCI TGG GOMEO 8301-1,GOMEO,PCS,NIB,92500,
361,KP TGG GM 8301-2,KP TGG GM 8301-2,KUNCI TGG GOMEO 8301-2,GOMEO,PCS,NIB,90000,
362,KP TGG GM 8301-3,KP TGG GM 8301-3,KUNCI TGG GOMEO 8301-3,GOMEO,PCS,NIB,82500,
363,KP TGG GM 8302-1,KP TGG GM 8302-1,KUNCI TGG GOMEO 8302-1,GOMEO,PCS,NIB,105000,
364,KP TGG GM 8302-2,KP TGG GM 8302-2,KUNCI TGG GOMEO 8302-2,GOMEO,PCS,NIB,90000,
365,KP TGG GM 8302-3,KP TGG GM 8302-3,KUNCI TGG GOMEO 8302-3,GOMEO,PCS,NIB,82500,
366,KP TGG GM 8309-1,KP TGG GM 8309-1,KUNCI TGG GOMEO 8309-1,GOMEO,PCS,NIB,85000,
367,KP TGG GM 8309-2,KP TGG GM 8309-2,KUNCI TGG GOMEO 8309-2,GOMEO,PCS,NIB,87500,
368,KP TGG GM 8311-1,KP TGG GM 8311-1,KUNCI TGG GOMEO 8311-1,GOMEO,PCS,NIB,85000,
369,KP TGG GM 8311-2,KP TGG GM 8311-2,KUNCI TGG GOMEO 8311-2,GOMEO,PCS,NIB,85000,
370,KP TGG GM 8312-1,KP TGG GM 8312-1,KUNCI TGG GOMEO 8312-1,GOMEO,PCS,NIB,105000,
371,KP TGG GM 8312-2,KP TGG GM 8312-2,KUNCI TGG GOMEO 8312-2,GOMEO,PCS,NIB,90000,
372,KP TGG GM 8501 GY,KP TGG GM 8501 GY,KUNCI TGG GOMEO 8501 GY,GOMEO,PCS,NIB,87500,
373,KP TGG GM 8502 GY,KP TGG GM 8502 GY,KUNCI TGG GOMEO 8502 GY,GOMEO,PCS,NIB,87500,
374,KP TGG GM SS868,KP TGG GM SS868,KUNCI TGG GOMEO SS 868,GOMEO,PCS,NIB,75000,
375,KP TGG GRT888,KP TGG GRT888,KUNCI PINTU TGG GRT 888 (GP),GRT,SET,SMSL,54625,
376,KP TGG GRT999,KP TGG GRT999,KUNCI PINTU TGG GRT 999 (GP),GRT,SET,SMSL,54625,
377,KP TGG MU-04,KP TGG MU-04,KUNCI PINTU TGG MU-04 ISCO,ISCO,PCS,STD,43000,
378,KP TGG MU-06,KP TGG MU-06,KUNCI PINTU TGG MU-06 ISCO,ISCO,PCS,STD,39500,
379,KP TGG PROF601,KP TGG PROF601,KUNCI TANGGUNG PROFIX 601-2,PROFIX,PCS,NIB,45000,
380,KP TGG PROF602,KP TGG PROF602,KUNCI TANGGUNG PROFIX 602-2,PROFIX,PCS,NIB,51500,
381,KP TGG PROF603,KP TGG PROF603,KUNCI TANGGUNG PROFIX 603-2,PROFIX,LSN,NIB,51500,
382,KP TGG PROF603-1,KP TGG PROF603-1,KUNCI TANGGUNG PROFIX 603-1,PROFIX,PCS,NIB,50000,
383,KP TGG PROF605,KP TGG PROF605,KUNCI TANGGUNG PROFIX 605-2,PROFIX,PCS,NIB,60000,
384,KR 1/2 HD,KR 1/2 HD,KRAN PLASTIK HD 1/2,HIOSHI,LSN,KBB,92500,
385,KR ANG FL,KR ANG FL,KRAN ANGSA FLEXIBEL SKL,SKL,PCS,SDL,68364.320000000007,
386,KR ANG FLUL,KR ANG FLUL,KRAN ANGSA FLEXIBEL ULIR SKL,SKL,PCS,SDL,68364.320000000007,
387,KR ANGEXE01,KR ANGEXE01,KRAN ANGSA FLEXIBLE 977 EXECUTIVE 1/2,EXECUTIVE,PCS,BI,74272.800000000003,
388,KR ANGPT01,KR ANGPT01,KRAN ANGSA PATEN 976 EXECUTIVE 1/2,EXECUTIVE,PCS,BI,33636.410000000003,
389,KR ANGPVC ISCO,KR ANGPVC ISCO,KRAN ANGSA PVC ISCO,ISCO,PCS,STD,17000,
390,KR CBNG WD1039,KR CBNG WD1039,KRAN DOUBLE BALING WD1039 / KRAN CABANG ISCO,ISCO,PCS,STD,32500,
391,KR CBNG WD1131,KR CBNG WD1131,KRAN DOUBLE ENGKOL WD1131 / KRAN CABANG ISCO,ISCO,PCS,STD,26000,
392,KR CBNG WD1135,KR CBNG WD1135,KRAN DOUBLE ENGKOL WD1135 / KRAN CABANG ISCO,ISCO,PCS,STD,31500,
393,KR CBNG WD1139,KR CBNG WD1139,KRAN DOUBLE BALING WD1139 / KRAN CABANG ISCO,ISCO,PCS,STD,27500,
394,KR CBNG WD201,KR CBNG WD201,KRAN CABANG/DOUBLE ISCO S/S WD 201,ISCO,PCS,STD,28500,
395,KR ECO 10X11,KR ECO 10X11,KUNCI RING ECO 10 X 11 HIOSHI,HIOSHI,PCS,KBB,7210.5,
396,KR ECO 10X12,KR ECO 10X12,KUNCI RING ECO 10 X 12 HIOSHI,HIOSHI,PCS,KBB,6810.3100000000004,
397,KR ECO 12X13,KR ECO 12X13,KUNCI RING ECO 12 X 13 HIOSHI,HIOSHI,PCS,KBB,8685.5,
398,KR ECO 14X15,KR ECO 14X15,KUNCI RING ECO 14 X 15 HIOSHI,HIOSHI,PCS,KBB,9943.75,
399,KR ECO 16X17,KR ECO 16X17,KUNCI RING ECO 16 X 17 HIOSHI,HIOSHI,PCS,KBB,11562.5,
400,KR ECO 17X19,KR ECO 17X19,KUNCI RING ECO 17 X 19 HIOSHI,HIOSHI,PCS,KBB,12082.809999999999,
401,KR ECO 18X19,KR ECO 18X19,KUNCI RING ECO 18 X 19 HIOSHI,HIOSHI,PCS,KBB,14748.75,
402,KR ECO 20X22,KR ECO 20X22,KUNCI RING ECO 20 X 22 HIOSHI,HIOSHI,PCS,KBB,19656.25,
403,KR ECO 22X24,KR ECO 22X24,KUNCI RING ECO 22 X 24 HIOSHI,HIOSHI,PCS,KBB,23750,
404,KR ECO 24X27,KR ECO 24X27,KUNCI RING ECO 24 X 27 HIOSHI,HIOSHI,PCS,KBB,27750,
405,KR ECO 30X32,KR ECO 30X32,KUNCI RING ECO 30 X 32 HIOSHI,HIOSHI,PCS,KBB,39312.5,
406,KR ECO 8,KR ECO 8,KUNCI ECO RING 8 PC (6-22) HIOSHI,HIOSHI,PCS,KBB,92625,
407,KR ECO 8X10,KR ECO 8X10,KUNCI RING ECO 8 X 10 HIOSHI,HIOSHI,PCS,KBB,5931.5600000000004,
408,KR ECO 8X9,KR ECO 8X9,KUNCI RING ECO 8 X 9 HIOSHI,HIOSHI,PCS,KBB,6012.5,
409,KR ECO PAS 8,KR ECO PAS 8,KUNCI ECO RING PAS 8 PC (8-24) HIOSHI,HIOSHI,SET,KBB,98325,
410,KR FLEX WF2035,KR FLEX WF2035,KRAN ANGSA FLEXIBEL MEJA WF2035 ISCO,ISCO,PCS,STD,50000,
411,KR FLEX WF2037,KR FLEX WF2037,KRAN ANGSA FLEXIBLE WF2037 ISCO,ISCO,PCS,STD,40000,
412,KR FLEX WF501,KR FLEX WF501,KRAN ANGSA FLEXIBLE S/S ISCO WF501,ISCO,PCS,STD,75000,
413,KR HK 1/2 HS,KR HK 1/2 HS,KRAN PVC 1/2 HK HIOSHI,HIOSHI,LSN,KBB,110124,
414,KR INJAK,KR INJAK,KRAN INJAK PEDAL BULAT / PJG,HIOSHI,PCS,KBB,210000,
415,KR MJ WF5020,KR MJ WF5020,KRAN MEJA FLEXIBLE WARNA WF5020 ISCO,ISCO,PCS,STD,65000,
416,KR PD WHC6701,KR PD WHC6701,KRAN PANAS DINGIN WHC6701 ISCO,ISCO,PCS,STD,140000,
417,KR PVC 1/2,KR PVC 1/2,KRAN PVC 1/2' (TEMBOK),HIOSHI,LSN,KBB,109250,
418,KR PVC 3/4,KR PVC 3/4,KRAN PVC 3/4' (TEMBOK),HIOSHI,LSN,KBB,114000,
419,KR SATIN 14X17,KR SATIN 14X17,KUNCI RING SATIN 14 X 17 HIOSHI,HIOSHI,PCS,KBB,9885.9400000000005,
420,KR SATIN 19X21,KR SATIN 19X21,KUNCI RING SATIN 19 X 21 HIOSHI,HIOSHI,PCS,KBB,17575,
421,KR SATIN 21X23,KR SATIN 21X23,KUNCI RING SATIN 21 X 23 HIOSHI,HIOSHI,PCS,KBB,21375,
422,KR SATIN 30X32,KR SATIN 30X32,KUNCI RING SATIN 30 X 32 HIOSHI,HIOSHI,PCS,KBB,40375,
423,KR SH WSL1001,KR SH WSL1001,KRAN SHOWER A WSL 1001,ISCO,PCS,STD,11000,
424,KR SH WST2001,KR SH WST2001,KRAN SHOWER ISCO WST2001,ISCO,PCS,STD,13000,
425,KR SH01,KR SH01,KRAN SHOWER A 1/2 946 EXECUTIVE,EXECUTIVE,PCS,BI,19090.91,
426,KR SUMUR HJ,KR SUMUR HJ,KEREKAN SUMUR ECO (HIJAU) HKS002,HIOSHI,PCS,KBB,15732,
427,KR TB01,KR TB01,KRAN TEMBOK 1/2 927 EXECUTIVE,EXECUTIVE,PCS,BI,20454.549999999999,
428,KR TB02,KR TB02,KRAN TEMBOK 3/4 927 EXECUTIVE,EXECUTIVE,PCS,BI,20909.09,
429,KR TGK WT1039,KR TGK WT1039,KRAN CHROME BALING WT1039 / KRAN TEMBOK,ISCO,PCS,STD,20000,
430,KR TMN 1/2 YS,KR TMN 1/2 YS,KRAN TAMAN PVC 1/2 8005 YUSTAR,YUSTAR,LSN,HHH,32307.599999999999,
431,KR TMN 1/2 YS 9005,KR TMN 1/2 YS 9005,KRAN TAMAN PVC 1/2 9005 YUSTAR,YUSTAR,LSN,HHH,32307.599999999999,
432,KR TMN 206,KR TMN 206,KRAN TAMAN TRANSPARANT 206 ISCO,ISCO,LSN,STD,45000,
433,KR TMN ABS 1/2,KR TMN ABS 1/2,"KRAN TAMAN ABS WARNA 1/2"" ISCO",ISCO,PCS,STD,8750,
434,KR TMN ABS 3/4,KR TMN ABS 3/4,"KRAN TAMAN ABS WARNA 3/4"" ISCO",ISCO,PCS,STD,9750,
435,KR TMN GRT,KR TMN GRT,KRAN TAMAN TRANSPARANT GRT TWO WAY,GRT,LSN,SMS,42300,
436,KR TMN KNG 3/4,KR TMN KNG 3/4,KRAN TAMAN KUNINGAN PANJANG 3/4,NICHIE,PCS,NAS,25000,
437,KR TMN WT101,KR TMN WT101,KRAN TAMAN / KRAN TEMBOK WT101 SS304 ISCO,ISCO,PCS,STD,19000,
438,KR WT933,KR WT933,KRAN WASTAFEL 933 EXECUTIVE,EXECUTIVE,PCS,BI,31454.540000000001,
439,KR WTIGM IK050,KR WTIGM IK050,KRAN WASTAFEL ABS IGM IK-050,IGM,PCS,HIK,14090.91,
440,KRP ECO 10,KRP ECO 10,KUNCI RING PAS ECO 10 MM HIOSHI,HIOSHI,PCS,KBB,6555,
441,KRP ECO 12,KRP ECO 12,KUNCI RING PAS ECO 12 MM HIOSHI,HIOSHI,PCS,KBB,7866,
442,KRP ECO 14,KRP ECO 14,KUNCI RING PAS ECO 14 MM HIOSHI,HIOSHI,PCS,KBB,9177,
443,KRP ECO 17,KRP ECO 17,KUNCI RING PAS ECO 17 MM HIOSHI,HIOSHI,PCS,KBB,12290.15,
444,KRP ECO 19,KRP ECO 19,KUNCI RING PAS ECO 19 MM HIOSHI,HIOSHI,PCS,KBB,13929.370000000001,
445,KRP ECO 22,KRP ECO 22,KUNCI RING PAS ECO 22 MM HIOSHI,HIOSHI,PCS,KBB,16187.5,
446,KRP ECO 24,KRP ECO 24,KUNCI RING PAS ECO 24 MM HIOSHI,HIOSHI,PCS,KBB,20812.5,
447,KRP ECO 8,KRP ECO 8,KUNCI RING PAS ECO 8 MM HIOSHI,HIOSHI,PCS,KBB,5899.5,
448,KRP SATIN 22,KRP SATIN 22,KUNCI RING PAS SATIN 22 MM HIOSHI,HIOSHI,PCS,KBB,16187.5,
449,KRTMN 1/2 8005,KRTMN 1/2 8005,KRAN TAMAN ABS 1/2 SS 8005,ISCO,LSN,STD,33500,
450,KRTMN 1/2 8117,KRTMN 1/2 8117,KRAN TAMAN ABS 1/2 SS 8117 ISCO,ISCO,PCS,STD,9500,
451,KRTMN 3/4 8005,KRTMN 3/4 8005,KRAN TAMAN ABS 3/4 SS 8005,ISCO,LSN,STD,36000,
452,KRTMN OWN,KRTMN OWN,KRAN PVC TAMAN OWNER TOPI,OWNER,LSN,STS,50473.5,
453,KS BLT 10,KS BLT 10,KAPASITOR BULAT 10UF ISCO,ISCO,PCS,STD,10250,
454,KS BLT 12,KS BLT 12,KAPASITOR BULAT 12UF ISCO,ISCO,PCS,STD,11300,
455,KS BLT 16,KS BLT 16,KAPASITOR BULAT 16UF ISCO,ISCO,PCS,STD,15100,
456,KS BLT 8,KS BLT 8,KAPASITOR BULAT 8UF ISCO,ISCO,PCS,STD,9880,
457,KUAS 1,KUAS 1' 633,"KUAS CAT 1"" 633",GRT,LSN,SMSL,10750,
458,KUAS 1 HMV,KUAS 1 HMV,"KUAS CAT PUTIH 1"" HMV",HMV,LSN,NIB,11160,
459,KUAS 1 LEON,KUAS 1 LEON,"KUAS CAT PUTIH 1"" LEON",LEON,LSN,NIB,9500,
460,KUAS 1.5,KUAS 1.5 633,"KUAS CAT 1.5"" 633",GRT,LSN,SMSL,16125,
461,KUAS 1.5 HMV,KUAS 1.5 HMV,"KUAS CAT PUTIH 1,5"" HMV",HUMVEE,LSN,NIB,16740,
